open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,timestamp
1614556800000,45134.11,46571.3,44950.53,46217.19,4899.574833,1614560399999,225513040.97302687,98570,2021-03-01 00:00:00+00:00
1614560400000,46217.18,46492.33,45850.0,46161.83,2685.386005,1614563999999,123992734.60490434,63851,2021-03-01 01:00:00+00:00
1614564000000,46166.16,46796.94,46102.84,46419.56,2926.951099,1614567599999,136131784.1401781,66979,2021-03-01 02:00:00+00:00
1614567600000,46414.7,46540.31,46204.08,46336.37,1970.348912,1614571199999,91409715.9983535,48608,2021-03-01 03:00:00+00:00
1614571200000,46336.38,46688.13,45959.7,46458.33,2152.379904,1614574799999,99623997.43976884,52281,2021-03-01 04:00:00+00:00
1614574800000,46474.53,46486.33,45980.0,46200.47,2151.816109,1614578399999,99418827.428032,42108,2021-03-01 05:00:00+00:00
1614578400000,46200.46,46272.38,45641.02,45857.3,2462.755992,1614581999999,113251774.58884,54715,2021-03-01 06:00:00+00:00
1614582000000,45857.3,46425.61,45837.28,46288.18,2757.471426,1614585599999,127185633.65512986,52132,2021-03-01 07:00:00+00:00
1614585600000,46291.87,47300.0,46272.1,47009.38,4893.935446,1614589199999,229398351.72244388,105294,2021-03-01 08:00:00+00:00
1614589200000,47009.38,47500.0,46900.0,47350.12,3890.526253,1614592799999,183805805.5709406,119593,2021-03-01 09:00:00+00:00
1614592800000,47347.51,47714.61,46968.0,47615.66,3790.498797,1614596399999,179579344.64943492,113749,2021-03-01 10:00:00+00:00
1614596400000,47615.66,48050.0,47400.0,47722.78,5754.507833,1614599999999,274969148.28367645,148678,2021-03-01 11:00:00+00:00
1614600000000,47722.42,48044.63,47450.32,47913.8,3184.936085,1614603599999,152215160.11143973,130402,2021-03-01 12:00:00+00:00
1614603600000,47913.8,48441.96,47757.78,47799.33,5239.109885,1614607199999,252041307.3055306,128669,2021-03-01 13:00:00+00:00
1614607200000,47799.34,48564.03,47580.1,48083.04,4564.095166,1614610799999,219732963.7036326,106239,2021-03-01 14:00:00+00:00
1614610800000,48083.04,49298.0,48065.54,49188.0,5757.101133,1614614399999,281053341.77638507,126214,2021-03-01 15:00:00+00:00
1614614400000,49187.99,49469.99,48530.36,49065.4,5837.99284,1614617999999,286091759.2987119,155200,2021-03-01 16:00:00+00:00
1614618000000,49069.6,49200.0,48527.27,48565.0,3508.198181,1614621599999,171459146.32915217,75536,2021-03-01 17:00:00+00:00
1614621600000,48565.0,48777.71,48233.33,48465.27,3120.340984,1614625199999,151243496.6957199,71330,2021-03-01 18:00:00+00:00
1614625200000,48465.27,48700.0,48019.06,48262.83,2240.122682,1614628799999,108246561.65351668,59593,2021-03-01 19:00:00+00:00
1614628800000,48262.66,48916.55,47876.0,48512.4,4496.213304,1614632399999,217115102.90005243,101790,2021-03-01 20:00:00+00:00
1614632400000,48512.99,48872.0,48338.25,48784.09,2011.396977,1614635999999,97812320.0982862,96201,2021-03-01 21:00:00+00:00
1614636000000,48784.46,49300.0,48588.89,49137.73,1882.441682,1614639599999,92252313.95743199,57553,2021-03-01 22:00:00+00:00
1614639600000,49137.73,49790.0,49064.62,49587.03,2908.01012,1614643199999,143972161.9811395,71938,2021-03-01 23:00:00+00:00
1614643200000,49595.76,50200.0,49278.94,49354.62,4346.814024,1614646799999,216488087.5998841,129863,2021-03-02 00:00:00+00:00
1614646800000,49354.63,49699.93,48710.0,49368.6,2651.16259,1614650399999,130190243.85463367,69946,2021-03-02 01:00:00+00:00
