open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,timestamp
1614556800000,1418.67,1449.99,1409.91,1440.76,48482.8716,1614560399999,69645617.9123443,45108,2021-03-01 00:00:00+00:00
1614560400000,1440.77,1447.39,1426.3,1439.55,27214.4069,1614563999999,39089167.9867711,28258,2021-03-01 01:00:00+00:00
1614564000000,1439.73,1456.88,1434.96,1440.05,43927.60124,1614567599999,63470595.7721981,37234,2021-03-01 02:00:00+00:00
1614567600000,1440.31,1446.15,1431.27,1434.06,33488.96519,1614571199999,48173922.2178143,27998,2021-03-01 03:00:00+00:00
1614571200000,1434.06,1451.92,1421.46,1441.63,33633.18294,1614574799999,48275295.7589902,31299,2021-03-01 04:00:00+00:00
1614574800000,1441.9,1448.1,1427.94,1433.71,28600.1106,1614578399999,41169527.9287089,25230,2021-03-01 05:00:00+00:00
1614578400000,1433.72,1442.93,1420.52,1424.36,27076.40447,1614581999999,38707290.5347371,27767,2021-03-01 06:00:00+00:00
1614582000000,1424.36,1441.0,1422.24,1437.74,26410.97932,1614585599999,37769142.843219,24832,2021-03-01 07:00:00+00:00
1614585600000,1437.74,1474.1,1437.7,1464.46,65136.84609,1614589199999,94989873.1879258,57247,2021-03-01 08:00:00+00:00
1614589200000,1464.48,1510.04,1464.22,1504.17,89093.96636,1614592799999,133307942.3801153,84488,2021-03-01 09:00:00+00:00
1614592800000,1504.17,1531.0,1495.91,1522.87,78336.05004,1614596399999,118691048.7990169,65483,2021-03-01 10:00:00+00:00
1614596400000,1523.06,1530.72,1513.36,1524.96,45203.07069,1614599999999,68844515.9844064,41912,2021-03-01 11:00:00+00:00
1614600000000,1524.95,1536.16,1509.77,1528.95,55408.12927,1614603599999,84469501.6447133,47211,2021-03-01 12:00:00+00:00
1614603600000,1528.94,1539.05,1522.56,1522.81,49174.54918,1614607199999,75297196.3195342,46614,2021-03-01 13:00:00+00:00
1614607200000,1522.74,1541.6,1514.12,1526.0,64642.20909,1614610799999,98720490.1859232,49051,2021-03-01 14:00:00+00:00
1614610800000,1525.91,1555.32,1525.85,1551.73,65911.42975,1614614399999,101804528.0025423,56444,2021-03-01 15:00:00+00:00
1614614400000,1551.75,1565.0,1526.17,1542.86,78770.0432,1614617999999,121756319.3138178,71009,2021-03-01 16:00:00+00:00
1614618000000,1543.13,1549.15,1518.03,1520.83,39970.91466,1614621599999,61268169.1414781,41306,2021-03-01 17:00:00+00:00
1614621600000,1520.84,1529.63,1513.1,1524.14,34750.3086,1614625199999,52873029.286474,31388,2021-03-01 18:00:00+00:00
1614625200000,1524.14,1531.87,1502.49,1513.26,37983.07066,1614628799999,57628125.6969503,34524,2021-03-01 19:00:00+00:00
1614628800000,1513.35,1525.92,1505.0,1518.14,34478.2235,1614632399999,52251893.8523119,31334,2021-03-01 20:00:00+00:00
1614632400000,1518.3,1547.63,1513.85,1544.4,26572.42275,1614635999999,40568795.6880759,26342,2021-03-01 21:00:00+00:00
1614636000000,1544.38,1554.68,1535.53,1550.06,23966.23585,1614639599999,37006193.8426873,25481,2021-03-01 22:00:00+00:00
1614639600000,1550.22,1572.0,1547.01,1569.86,36463.18644,1614643199999,56849092.0298031,31446,2021-03-01 23:00:00+00:00
1614643200000,1570.0,1602.9,1558.64,1564.33,64448.07227,1614646799999,102034942.0572043,64903,2021-03-02 00:00:00+00:00
1614646800000,1564.34,1570.31,1540.0,1567.91,35215.0708,1614650399999,54795913.8453197,34383,2021-03-02 01:00:00+00:00
1614650400000,1567.71,1585.0,1547.97,1567.51,42768.08745,1614653999999,67190125.8359246,38242,2021-03-02 02:00:00+00:00
1614654000000,1567.89,1575.5,1547.85,1555.48,34025.78277,1614657599999,53011438.317173,28987,2021-03-02 03:00:00+00:00
1614657600000,1555.7,1577.71,1552.32,1577.28,33149.82404,1614661199999,51833106.8812097,28415,2021-03-02 04:00:00+00:00
1614661200000,1577.5,1583.26,1557.22,1557.26,26513.84304,1614664799999,41636710.0590608,25295,2021-03-02 05:00:00+00:00
1614664800000,1557.56,1559.69,1534.43,1542.66,36244.52855,1614668399999,56022608.1980917,35880,2021-03-02 06:00:00+00:00
1614668400000,1542.54,1548.7,1530.35,1539.03,26318.76478,1614671999999,40545919.7804054,27670,2021-03-02 07:00:00+00:00
1614672000000,1538.9,1564.08,1538.23,1558.24,30321.98324,1614675599999,47145340.1994453,31116,2021-03-02 08:00:00+00:00
1614675600000,1558.53,1573.46,1558.38,1564.18,27106.61114,1614679199999,42475804.8294713,30601,2021-03-02 09:00:00+00:00
1614679200000,1564.31,1570.7,1549.3,1555.93,25176.92589,1614682799999,39320667.6731997,25869,2021-03-02 10:00:00+00:00
1614682800000,1556.32,1571.51,1548.74,1567.59,26677.4023,1614686399999,41624098.4652741,24695,2021-03-02 11:00:00+00:00
1614686400000,1567.59,1579.31,1554.18,1563.24,33521.94499,1614689999999,52450631.484065,33348,2021-03-02 12:00:00+00:00
1614690000000,1563.02,1574.02,1561.23,1573.0,30630.90511,1614693599999,48056201.2319373,25943,2021-03-02 13:00:00+00:00
1614693600000,1572.83,1592.84,1563.31,1568.01,51037.75101,1614697199999,80615890.4024317,45243,2021-03-02 14:00:00+00:00
1614697200000,1568.01,1573.63,1546.2,1553.48,45817.84843,1614700799999,71356140.4411239,41494,2021-03-02 15:00:00+00:00
1614700800000,1553.3,1563.94,1485.48,1498.01,152673.08847,1614704399999,232810136.69472992,114880,2021-03-02 16:00:00+00:00
1614704400000,1497.59,1511.74,1483.53,1504.96,88411.65013,1614707999999,132550272.2716636,75437,2021-03-02 17:00:00+00:00
1614708000000,1504.96,1516.22,1492.49,1496.33,37726.3271,1614711599999,56764984.834841,31246,2021-03-02 18:00:00+00:00
